OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_3746	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured_bacterium
ASV_4015	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Unassigned	uncultured_bacterium
ASV_4045	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azoarcus	uncultured_Azoarcus
ASV_5105	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	uncultured_bacterium
ASV_2549	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured_bacterium
ASV_2604	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	Unassigned
ASV_2621	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	uncultured_bacterium
ASV_2627	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium
ASV_2628	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	uncultured_bacterium
ASV_2664	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	uncultured_bacterium
ASV_2687	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	uncultured	uncultured_bacterium
ASV_2704	Bacteria	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	Unassigned
ASV_2716	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_bacterium
ASV_2722	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus_Nitrososphaera	uncultured_archaeon
ASV_2739	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Unassigned	Unassigned	uncultured_bacterium
ASV_2770	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	DEV008	uncultured_bacterium
ASV_2774	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	R7C24	R7C24	Unassigned
ASV_2778	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis	uncultured_bacterium
ASV_2786	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085	uncultured_bacterium
ASV_2794	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	uncultured_bacterium
ASV_2844	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	uncultured_bacterium
ASV_2853	Bacteria	Actinobacteriota	WCHB1-81	WCHB1-81	WCHB1-81	WCHB1-81	Unassigned
ASV_2873	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured	Unassigned
ASV_2877	Bacteria	Myxococcota	bacteriap25	bacteriap25	bacteriap25	bacteriap25	uncultured_delta
ASV_2897	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_Conexibacteraceae
ASV_2918	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured_bacterium
ASV_2923	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	uncultured_bacterium
ASV_2951	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	uncultured_bacterium
ASV_2952	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	uncultured	uncultured	uncultured_bacterium
ASV_2994	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	uncultured	uncultured	uncultured_bacterium
ASV_3002	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	uncultured	metagenome
ASV_3081	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_bacterium
ASV_3097	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unassigned	Unassigned
ASV_3116	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Unassigned	uncultured_bacterium
ASV_3144	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	uncultured_planctomycete
ASV_3164	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Moranbacteria	Candidatus_Moranbacteria	Candidatus_Moranbacteria	uncultured_soil
ASV_3217	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	uncultured_bacterium
ASV_3243	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	TRA3-20	Unassigned
ASV_3524	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	CPla-3_termite_group	CPla-3_termite_group	metagenome
ASV_3603	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sterolibacterium	uncultured_bacterium
ASV_3944	Bacteria	Chloroflexi	Anaerolineae	SJA-15	SJA-15	SJA-15	uncultured_bacterium
ASV_4895	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84	metagenome
ASV_2648	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_2656	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_bacterium
ASV_2658	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Bauldia	uncultured_bacterium
ASV_2689	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	RBG-13-54-9	RBG-13-54-9	uncultured_bacterium
ASV_2695	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	uncultured_Sphingomonas
ASV_2715	Bacteria	Patescibacteria	uncultured	uncultured	uncultured	uncultured	uncultured_bacterium
ASV_2746	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfovirga	uncultured_bacterium
ASV_2749	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	Unassigned
ASV_2756	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	uncultured_soil
ASV_2757	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	uncultured_bacterium
ASV_2776	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84	uncultured_bacterium
ASV_2792	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	uncultured_bacterium
ASV_2800	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	uncultured_bacterium
ASV_2808	Bacteria	Gemmatimonadota	S0134_terrestrial_group	S0134_terrestrial_group	S0134_terrestrial_group	S0134_terrestrial_group	metagenome
ASV_2830	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	PHOS-HE36	PHOS-HE36	uncultured_bacterium
ASV_2850	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256	IMCC26256	uncultured_bacterium
ASV_2856	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_organism
ASV_2885	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unassigned
ASV_2887	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfuricurvum	uncultured_bacterium
ASV_2893	Bacteria	Proteobacteria	Gammaproteobacteria	CCM19a	CCM19a	CCM19a	uncultured_gamma
ASV_2900	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	uncultured_bacterium
ASV_2971	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae	Aquabacterium_sp.
ASV_3017	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	iron-reducing_bacterium
ASV_3033	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17	uncultured_Bacteroidales
ASV_3059	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	uncultured_bacterium
ASV_3189	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Propionivibrio	Unassigned
ASV_3245	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085	uncultured_bacterium
ASV_3266	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	metagenome
ASV_3305	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unassigned
ASV_3324	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_3405	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	Unassigned
ASV_3571	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	Unassigned
ASV_3980	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	uncultured_archaeon
ASV_5051	Bacteria	Planctomycetota	Pla4_lineage	Pla4_lineage	Pla4_lineage	Pla4_lineage	metagenome
ASV_7545	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	uncultured_bacterium
ASV_10438	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unassigned
ASV_2699	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	uncultured_bacterium
ASV_2728	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	uncultured_bacterium
ASV_2777	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	uncultured_bacterium
