OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_9903	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_bacterium
ASV_9910	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	uncultured_bacterium
ASV_9920	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unassigned	uncultured_bacterium
ASV_9963	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured_bacterium
ASV_9975	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	metagenome
ASV_9982	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	TRA3-20	Unassigned
ASV_10275	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Polyangium	Unassigned
ASV_10301	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	metagenome
ASV_10320	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Nannocystis	uncultured_bacterium
ASV_10323	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	uncultured_bacterium
ASV_10341	Bacteria	Patescibacteria	Berkelbacteria	Berkelbacteria	Berkelbacteria	Berkelbacteria	uncultured_bacterium
ASV_10344	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	uncultured	uncultured_bacterium
ASV_10353	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	uncultured	Unassigned
ASV_10372	Bacteria	Gemmatimonadota	S0134_terrestrial_group	S0134_terrestrial_group	S0134_terrestrial_group	S0134_terrestrial_group	metagenome
ASV_10385	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	A21b	Unassigned
ASV_10391	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	uncultured	uncultured	uncultured_bacterium
ASV_10410	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	uncultured_bacterium
ASV_10416	Bacteria	Gemmatimonadota	AKAU4049	AKAU4049	AKAU4049	AKAU4049	uncultured_bacterium
ASV_10432	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantales	Aminicenantales	Unassigned
ASV_10449	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085	uncultured_bacterium
ASV_10457	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Unassigned	uncultured_bacterium
ASV_10499	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	Unassigned
ASV_10518	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	uncultured	uncultured_bacterium
ASV_10523	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_bacterium
ASV_10540	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uncultured_bacterium
ASV_10542	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured_bacterium
ASV_10556	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	Unassigned
ASV_10561	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter	Polymorphobacter_glacialis
ASV_10573	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	uncultured	uncultured_bacterium
ASV_10592	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	Roseomonas_sp.
ASV_10607	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	Unassigned
ASV_10620	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	metagenome
ASV_10640	Bacteria	Chloroflexi	Unassigned	Unassigned	Unassigned	Unassigned	uncultured_bacterium
ASV_10644	Bacteria	Firmicutes	Bacilli	Bacillales	Unassigned	Unassigned	Unassigned
ASV_10662	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_bacterium
ASV_10677	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	uncultured	uncultured_bacterium
ASV_10687	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Cm1-21	uncultured_gamma
ASV_10698	Bacteria	Armatimonadota	uncultured	uncultured	uncultured	uncultured	uncultured_bacterium
ASV_10731	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	uncultured_bacterium
ASV_10775	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured	uncultured	uncultured	uncultured_bacterium
ASV_10782	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	Unassigned
ASV_10798	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Unassigned	Unassigned
ASV_10807	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b	uncultured_bacterium
ASV_10811	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	uncultured_bacterium
ASV_10817	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13	uncultured_bacterium
ASV_10818	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	uncultured_bacterium
ASV_10820	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_10839	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium
ASV_10854	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	Unassigned
ASV_10900	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	RBG-13-54-9	RBG-13-54-9	uncultured_bacterium
ASV_10901	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29_marine_group	uncultured_bacterium
ASV_10908	Bacteria	Desulfobacterota	uncultured	uncultured	uncultured	uncultured	uncultured_bacterium
ASV_10910	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	uncultured_planctomycete
ASV_10934	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured_bacterium
ASV_10953	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unassigned	Unassigned
ASV_10973	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_10980	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured_bacterium
ASV_10981	Bacteria	Firmicutes	Clostridia	Clostridiales	Oxobacteraceae	Oxobacter	uncultured_Clostridium
ASV_11017	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Occallatibacter	uncultured_bacterium
ASV_11018	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Unassigned
ASV_11019	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	uncultured	uncultured_bacterium
ASV_11035	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	RBG-13-54-9	RBG-13-54-9	uncultured_bacterium
ASV_11041	Bacteria	Sva0485	Sva0485	Sva0485	Sva0485	Sva0485	Unassigned
ASV_11046	Bacteria	Bacteroidota	SJA-28	SJA-28	SJA-28	SJA-28	uncultured_bacterium
ASV_11058	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84	Unassigned
ASV_11064	Bacteria	Chloroflexi	Anaerolineae	SBR1031	SBR1031	SBR1031	uncultured_bacterium
ASV_11072	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	uncultured_bacterium
ASV_11078	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	Unassigned
ASV_11117	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	uncultured_bacterium
ASV_11133	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	metagenome
ASV_11143	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unassigned	Unassigned
ASV_11162	Bacteria	Chloroflexi	Anaerolineae	SBR1031	SBR1031	SBR1031	uncultured_bacterium
ASV_11164	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	PHOS-HE36	PHOS-HE36	uncultured_bacterium
ASV_11175	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unassigned	uncultured_bacterium
ASV_11189	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanomicrobiales	uncultured	uncultured_archaeon
ASV_11195	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	Candidatus_Peregrinibacteria	Candidatus_Peregrinibacteria	uncultured_bacterium
ASV_11198	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SB-5	SB-5	uncultured_soil
ASV_11200	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	uncultured_bacterium
ASV_11210	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	BSV26	uncultured_bacterium
ASV_11214	Bacteria	Nitrospirota	Thermodesulfovibrionia	uncultured	uncultured	uncultured	uncultured_bacterium
ASV_11226	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	Kapabacteriales	Kapabacteriales	uncultured_bacterium
ASV_11229	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Parvibaculum	uncultured_bacterium
ASV_11230	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Unassigned
ASV_11231	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Tessaracoccus	Tessaracoccus_lapidicaptus
ASV_11237	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_bacterium
ASV_11240	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	metagenome
ASV_11242	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	uncultured_Hyphomicrobiaceae
ASV_11248	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unassigned	Unassigned	uncultured_bacterium
ASV_11280	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	uncultured	uncultured_Alphaproteobacteria
ASV_11290	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus	uncultured_bacterium
ASV_11314	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	Unassigned
ASV_11318	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Unassigned
ASV_11319	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	uncultured_bacterium
ASV_11333	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	Unassigned
ASV_11339	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13	uncultured_bacterium
ASV_11360	Bacteria	Actinobacteriota	Acidimicrobiia	Unassigned	Unassigned	Unassigned	uncultured_bacterium
ASV_11365	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	uncultured_bacterium
ASV_11388	Bacteria	Patescibacteria	CPR2	CPR2	CPR2	CPR2	uncultured_Clostridium
ASV_11398	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Unassigned	uncultured_bacterium
ASV_11401	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unassigned	uncultured	uncultured_bacterium
ASV_11417	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_bacterium
ASV_11433	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_microorganism
ASV_11449	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	uncultured_actinobacterium
ASV_11455	Bacteria	Actinobacteriota	Actinobacteria	0319-7L14	0319-7L14	0319-7L14	uncultured_bacterium
ASV_11467	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	Unassigned
ASV_11475	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_bacterium
ASV_11493	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	uncultured_bacterium
ASV_11519	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	Subgroup_17	Subgroup_17	Unassigned
ASV_11520	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	uncultured_Chloroflexi
ASV_11526	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	Unassigned
ASV_11527	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767	uncultured_bacterium
ASV_11537	Bacteria	Chloroflexi	Anaerolineae	SJA-15	SJA-15	SJA-15	uncultured_bacterium
ASV_11546	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	uncultured_bacterium
ASV_11556	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	WCHB1-32	uncultured_bacterium
ASV_11557	Bacteria	Firmicutes	Clostridia	Unassigned	Unassigned	Unassigned	uncultured_bacterium
ASV_11558	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13	uncultured_bacterium
ASV_11572	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium
ASV_11586	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_Acidobacteria
ASV_11589	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	BSV26	Unassigned
ASV_11604	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_bacterium
ASV_11611	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured	uncultured_bacterium
ASV_11641	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfococcaceae	Desulfococcus	Unassigned
ASV_11647	Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	uncultured	uncultured_Acetivibrio
ASV_11648	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SB-5	SB-5	uncultured_bacterium
ASV_11665	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	uncultured_Iamiaceae
ASV_11668	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	uncultured_bacterium
ASV_11685	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriae	Acidobacteriae	Paludibaculum	uncultured_soil
ASV_11690	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia_sp.
ASV_11699	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_11714	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	uncultured_bacterium
ASV_11739	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	uncultured_bacterium
ASV_11748	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	Subgroup_17	Subgroup_17	Unassigned
ASV_11755	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	metagenome
ASV_11767	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	Unassigned
ASV_11770	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured_bacterium
ASV_11796	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sulfuritalea	uncultured_Rhodocyclaceae
ASV_11797	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17	uncultured_soil
ASV_11832	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	uncultured_bacterium
ASV_11837	Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	Unassigned	uncultured_bacterium
ASV_11851	Bacteria	Bacteroidota	SJA-28	SJA-28	SJA-28	SJA-28	uncultured_bacterium
ASV_11855	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	uncultured_bacterium
ASV_11860	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_bacterium
ASV_11863	Bacteria	WS1	WS1	WS1	WS1	WS1	uncultured_bacterium
ASV_11866	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_11867	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	uncultured_gamma
ASV_11877	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	CPla-3_termite_group	CPla-3_termite_group	uncultured_soil
ASV_11881	Bacteria	Fibrobacterota	Chitinivibrionia	uncultured	uncultured	uncultured	uncultured_bacterium
ASV_11905	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	uncultured_crenarchaeote
ASV_11910	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	uncultured_bacterium
ASV_11912	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	Kapabacteriales	Kapabacteriales	Unassigned
ASV_11915	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	RBG-13-54-9	RBG-13-54-9	uncultured_bacterium
ASV_11920	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	uncultured_bacterium
ASV_11925	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	uncultured_bacterium
ASV_11928	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_sp.
ASV_11936	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	uncultured_bacterium
ASV_11960	Bacteria	Latescibacterota	Latescibacterota	Latescibacterota	Latescibacterota	Latescibacterota	uncultured_bacterium
ASV_11974	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	uncultured_bacterium
ASV_12006	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna	uncultured_bacterium
ASV_12023	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiales	Frankiales	uncultured_bacterium
ASV_12039	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	Unassigned
ASV_12045	Bacteria	Armatimonadota	uncultured	uncultured	uncultured	uncultured	uncultured_soil
ASV_12048	Bacteria	Chloroflexi	Anaerolineae	SJA-15	SJA-15	SJA-15	uncultured_soil
ASV_12064	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	Subgroup_17	Subgroup_17	Unassigned
ASV_12070	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	WCHB1-32	uncultured_bacterium
ASV_12073	Bacteria	Patescibacteria	uncultured	uncultured	uncultured	uncultured	uncultured_bacterium
ASV_12092	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured_prokaryote
ASV_12093	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	Unassigned
ASV_12102	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured_bacterium
ASV_12115	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	uncultured_bacterium
ASV_12126	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium
ASV_12137	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobium	Unassigned
ASV_12139	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7a	uncultured_bacterium
ASV_12140	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	uncultured	uncultured_bacterium
ASV_12143	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured	Unassigned
ASV_12145	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	uncultured_bacterium
ASV_12146	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Unassigned
ASV_12157	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV_12169	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Domibacillus	Bacillus_sp.
ASV_12171	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	uncultured_bacterium
ASV_12174	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	uncultured_bacterium
ASV_12177	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	Unassigned
ASV_12197	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256	IMCC26256	uncultured_bacterium
ASV_12209	Bacteria	Cyanobacteria	Cyanobacteriia	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaenaceae	Pseudanabaena_sp.
ASV_12210	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unassigned	uncultured_bacterium
ASV_12221	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unassigned	Unassigned
ASV_12235	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured_Nitrospirae
ASV_12240	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84	uncultured_bacterium
ASV_12241	Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	Unassigned	Unassigned
ASV_12268	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae	uncultured_bacterium
ASV_12277	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured_Chloroflexi
ASV_12285	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	PLTA13	PLTA13	uncultured_bacterium
ASV_12287	Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	uncultured	Unassigned
ASV_12288	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	Unassigned
ASV_12300	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	uncultured_bacterium
ASV_12303	Bacteria	Acidobacteriota	Blastocatellia	DS-100	DS-100	DS-100	uncultured_Acidobacteria
ASV_12331	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	uncultured_Alphaproteobacteria
ASV_12340	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	OPB41	OPB41	Unassigned
ASV_12343	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	uncultured_bacterium
ASV_12350	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	Unassigned
ASV_12355	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	TPD-58	uncultured_bacterium
ASV_12361	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unassigned	Unassigned
ASV_12371	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	Roseomonas_arctica
ASV_12376	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium
ASV_12385	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Phormidesmis_ANT.LACV5.1	uncultured_cyanobacterium
ASV_12392	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unassigned	Unassigned
ASV_12414	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Unassigned	Unassigned
ASV_12419	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Unassigned
ASV_12420	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	uncultured_bacterium
ASV_12426	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84	uncultured_bacterium
ASV_12427	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	uncultured	uncultured_bacterium
ASV_12437	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobiaceae	Unassigned
ASV_12441	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured	uncultured_bacterium
ASV_12446	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	uncultured_bacterium
ASV_12453	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured_bacterium
ASV_12472	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Ovatusbacter	uncultured_bacterium
ASV_12482	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured	uncultured_bacterium
ASV_12498	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	uncultured_bacterium
ASV_12502	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	uncultured_bacterium
ASV_12503	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Curtissbacteria	Candidatus_Curtissbacteria	Candidatus_Curtissbacteria	uncultured_bacterium
ASV_12504	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	uncultured_bacterium
ASV_12512	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	uncultured_bacterium
